en,vi
"She said to me , &quot; I needed one month to decide which dress to wear . &quot;","Cô bảo &quot; Tôi mất một tháng để nghĩ xem sẽ mặc gì , &quot;"
"I went down to be with a Ranger platoon on an operation in Afghanistan , and on that operation , a sergeant in the platoon had lost about half his arm throwing a Taliban hand grenade back at the enemy after it had landed in his fire team .","Tôi tìm đến một trung đội Biệt kích đang thực hiện một sứ mệnh ở Afghanistan , Lần đó , một trung sĩ trong trung đội đã mất một nửa cánh tay khi ném trả một quả lựu đạn của Taliban về lại phiá kẻ địch sau khi nó rơi vào chỗ đội anh đang đứng ."
"If we started to think about food and how we feed our kids as a health initiative , and we started thinking about food as health , then I think we wouldn &apos;t have corn dogs as lunch .","Nếu chúng ta bắt đầu suy nghĩ về thực phẩm và cách chúng ta cho trẻ ăn như là một sáng kiến sức khoẻ , và chúng tôi bắt đầu suy nghĩ về thực phẩm như sức khoẻ , sau đó tôi nghĩ rằng chúng ta sẽ không có corn dogs cho bữa trưa ."
"I &apos;m here today to talk about social change , not a new therapy or a new intervention or a new way of working with kids or something like that , but a new business model for social change , a new way of tackling the problem .","Tôi đến đây hôm nay để nói về thay đổi xã hội đó không phải là về một biện pháp can thiệp mới mẻ , một cách mới để làm việc với trẻ em hay điều gì đó tương tự mà là về một mô hình kinh doanh mới để thay đổi xã hội một cách tiếp cận mới để giải quyết vấn đề"
That film we &apos;ll be working on for the next two years .,Bộ phim đó chúng tôi sẽ làm trong 2 năm tới .
"And I plan to start from a cliff , like catapulted from a cliff .","Và tôi dự định xuất phát từ một vách đá , giống như phóng ra từ một vách đá ."
Brian Farrell &apos;s work is all part of this agenda to try and actually discover all the species on Earth .,Công trình của Brian Farrell là tất cả các phần của nghị trình này cố gắng và thực sự khám phá tất cả các loài trên trái đất .
I &apos;d like you all to ask yourselves a question which you may never have asked yourselves before : What is possible with the human voice ?,Xin mọi người hãy tự hỏi bản thân một câu chưa bao giờ tự hỏi Giọng nói con người làm được những âm thanh gì ?
Your biological stress response is nudging you to tell someone how you feel instead of bottling it up .,Phản ứng sinh lý với stress thôi thúc bạn tâm sự cảm xúc của mình với ai đó thay vì giữ kín nó .
"Walking , it &apos;s funny , when you walk , you walk side-by-side in the same common direction .","Nó buồn cười , khi bạn đi bộ , bạn đi kề bên nhau về cùng một hướng ."
"You know , pay 20,000 pounds in tax toward health and you &apos;re merely feeling a mug .","Bạn biết đó , trả 20.000 bảng tiền thuế cho y tế và bạn chỉ đơn thuần cảm thấy mình là một gã khờ ."
"Canal Street , I know .","Phố Canal , bạn biết rồi đấy"
Thank you very much .,Alain de Botton : Cảm ơn quý vị rất nhiều
They &apos;re not rational about probability .,Họ trở nên ngờ vực đối với các xác suất .
That &apos;s exactly what I do -- optical mind control .,Đó chính xác là điều mà tôi làm - kiểm soát suy nghĩ bằng quang học .
"Down below , highlighted in red , in the other section of source code , is this bit &quot; leded : leded . &quot;","Phía bên dưới này , phần tô đỏ , ở phần mã nguồn bên kia , là đoạn &quot; leded : leded &quot;"
But I think it &apos;s insane to believe that we will ever make a society that is genuinely meritocratic . It &apos;s an impossible dream .,nhưng tôi nghĩ rằng nó thật điên rồ khi tin rằng chúng ta sẽ làm nên một xã hội thực sự là của những nhân tài . Đó là một giấc mơ vô thực .
"Now , the stakes are very high .","Hiện giờ , rủi ro đó rất cao ."
How about this word ?,Còn từ này thì sao ?
Eva Zeisel : The playful search for beauty,Eva Zeisel nói về việc vui thíc tìm kiếm cái đẹp
"We ride together , we , you know , we , we eat together and we sleep together .","Chúng ta cùng nhau cỡi , ăn cùng nhau và ngủ cùng nhau ."
"If you want to choose to punch that punch card clock , you actually age me .","Nếu bạn muốn nhét thẻ thời gian vào , hành động đó của bạn làm tôi già đi ."
Thank you for inviting us here today .,Cảm ơn đã mời chúng tôi đến đây ngày hôm nay .
And reality isn &apos;t a particularly good guide to human happiness .,Mà thực tế lại không phải là một hướng dẫn đặc biệt tốt cho hạnh phúc con người .
"RSW : The picture on the screen , is that Disney ?","RW : Bức ảnh trên màn hình , có phải là Disney không ?"
"But that doesn &apos;t matter , because this is moving forward .","Nhưng mà không hề gì , vì điều này đang tiến triển"
"I &apos;d like to talk about a way of thinking about technology trends that I call my &quot; grand unified theory of predicting the future , &quot; but it &apos;s closer to a petite unified theory of predicting the future .",Tôi muốn nói chuyện về cách suy nghĩ về các xu hướng công nghệ tôi gọi là &quot; đại lý thuyết thống nhất về dự đoán tương lai &quot; nhưng đó lại gần hơn với một tiểu lý thuyết thống nhất về dự đoán tương lai .
We all know who he is on television .,Chúng ta đều biết anh ấy là ai trên TV .
"And she -- after some time , she said she wanted to think about that .","Và sau một lúc , cô ấy nói muốn suy nghĩ một chút"
"We streamed data from the bedside instruments in their pediatric intensive care so that we could both look at the data in real time and , more importantly , to store the data so that we could start to learn from it .","Chúng tôi truyền tải dữ liệu từ các thiết bị đặt bên giường bệnh trong thời gian điều trị tích cực cho trẻ em. để cùng theo dõi dữ liệu thời gian thực và , quan trọng hơn , lưu trữ dữ liệu để có thể nghiên cứu chúng ."
"It comes initially from the Latin patior , to endure , or to suffer .","Nó bắt nguồn từ từ &quot; patior &quot; trong tiếng Latin , tức là chịu đựng , hay cam chịu ."
"Surprising , but true : More women now die of heart disease than men , yet cardiovascular research has long focused on men . Pioneering doctor C. Noel Bairey Merz shares what we know and don &apos;t know about women &apos;s heart health -- including the remarkably different symptoms women present during a heart attack . &amp; lt ; em &amp; gt ; &amp; lt ; / em &amp; gt ;","Thật ngạc nhiên nhưng nó lại đúng : Có nhiều phụ nữ chết vì bệnh tim hơn là đàn ông , mặc dù nghiên cứu về tim mạch lại chủ yếu tập trung vào nam giới . Bác sĩ đi tiên phong C Noel Bairey Merz chia sẻ những gì chúng ta biết và chưa biết về sức khoẻ tim mạch của phụ nữ - bao gồm những triệu chứng khác biệt rất rõ mà phụ nữ gặp phải trong cơn đau tim ."
There &apos;s consoling .,Có niềm an ủi .
"&quot; Not so fast , &quot; say other people .",1 số người khác sẽ nói &quot; không dễ thế đâu &quot; .
It &apos;s as if there &apos;s a committee meeting going on in your head as you are trying to decide what to do .,Có một sự đấu tranh trong đầu bạn vì bạn đang cố quyết định phải làm gì .
"And you start to do things like graph things that we might be interested in , the total worldwide population , for example , or some measure of social development , or the state of advancement of a society , and you start to plot the data , because , by this approach , the big stories , the big developments in human history , are the ones that will bend these curves a lot .","Và bạn sẽ bắt đầu làm những việc như là phác hoạ những thứ chúng ta quan tâm đến như là tổng dân số toàn cầu , vài phép tính toán cho sự phát triển của xã hội. hay là tình trạng tiến bộ của một xã hội , và bạn sẽ bắt đầu biểu hiện những dữ liệu đó , bởi vì với cách tiếp cận này những vấn đề quan trọng và những phát triển vĩ đại của con người trong lịch sử sẽ là những đường vẽ bị bẻ cong đi khá nhiều ."
They went out and gathered them up .,Họ ra ngoài và thu thập chúng .
"I &apos;m glad to be working with incredibly brilliant and kind scientists , no kinder than many of the people in the world , but they have a magic look at the world .","Tôi rất hân hạnh được làm việc với những nhà khoa học tài giỏi phi phàm và tốt bụng , họ không tốt bụng hơn nhiều người trên thế giới này nhưng họ có một cái nhìn kỳ diệu đối với thế giới ."
I &apos;m sure there will be other problems that arise .,Tôi chác chắn rằng sẽ có các vấn đề khác xuất hiện .
"But I was excited , so I kept going .","Nhưng tôi đã thấy phấn khích , và tôi tiếp tục ."
"&quot; Now , &quot; you think , &quot; why would something so lame work on people so smart ? &quot;",Bạn nghĩ là : &quot; Tại sao những thứ dở tệ như vậy lại có tác dụng lên những người sáng suốt được ? &quot;
Democracy is becoming a perpetual cycle of elect and regret .,Dân chủ đang trở thành một vòng luẩn quẩn của bầu cử và hối tiếc .
And it &apos;s actually a beautiful demonstration of how much science costs .,Và nó thực sự là sự thể hiện rõ nhất về những chi phí cho khoa học .
"Back in the late 19th century , the only source of heat in most homes was a big fireplace in the kitchen that was used for cooking and heating .","Khoảng cuối thế kỷ 19 , nguồn nhiệt duy nhất trong phần lớn nhà là một bếp lửa lớn trong nhà bếp để nấu nướng và sưởi ấm ."
For three hours this went on .,trong 3 giờ .
And he did not want to pay .,Và người đó không muốn phải đút lót .
"The Inventables guys , Zach Kaplan and Keith Schacht , demo some amazing new materials and how we might use them . Look for squishy magnets , odor-detecting ink , &quot; dry &quot; liquid and a very surprising 10-foot pole .","Các anh chàng phát minh , Zach Kaplan và Keith Schacht , minh hoạ vài loại vật liệu mới đáng kinh ngạc , và cách ta có thể sử dụng chúng . Chú ý theo dõi nam châm bóp được , mực phát hiện mùi , chất lỏng &quot; khô &quot; , và một cái cột dài 10 feet rất đáng ngạc nhiên ."
We were -- yeah I don &apos;t know that we were fixable .,Tôi không biết rằng chúng ta có thể thay đổi được không .
"So there was that big flash , and you can see the robot jumping up through the air .","Lúc có tia sáng chói đó , bạn có thể thấy rô bốt vút lên trong không trung ."
"One of the things that the brain does is indulge in micro-sleeps , this involuntary falling asleep , and you have essentially no control over it .","Một trong những điều mà bộ não làm là tự cho phép bạn ngủ gục , và cơ bản thì , bạn không có quyền kiếm soát điều đó"
So this is the equivalent for a kite flier of peeing in the snow -- that &apos;s tracing your name in the sky .,Việc này đối với một người thả diều thì cũng giống như viết tên trên tuyết . Đó là viết tên của bạn trên trời .
And Purchasing for Progress today is in 21 countries .,Và ngày nay chương trình Mua để Phát triển đang được tiến hành ở 21 quốc gia .
"Because , before the spread of coffee and tea through British culture , what people drank -- both elite and mass folks drank -- day-in and day-out , from dawn until dusk was alcohol .","Vì , trước khi có sự phổ biến của trà và cà phê trong văn hoá Anh , mọi người dù sang dù hèn cũng chỉ có 1 thức uống duy nhất mỗi ngày đó là bia rượu ."
Never mind the fact that the address led to a strip mall somewhere in Northern L.A.,Không quan tâm rằng thực tế địa chỉ đó dẫn đến một trung tâm mua sắm nào đó ở phía bắc L.A.
"And decades of data give us the view of our entire planet as a single organism sustained by currents circulating throughout the oceans and by clouds swirling through the atmosphere , pulsing with lightning , crowned by the aurora borealis .","Những dữ liệu trong hàng thập kỉ cho ta cái nhìn về toàn bộ hành tinh như một sinh vật sống bền vững nhờ các dòng hải lưu và những đám mây xoáy trên bầu khí quyển , với sấm sét , với bắc cực quang ."
They &apos;re not legally liable .,Họ không có trách nhiệm pháp lý .
And the very best project would be to focus on HIV / AIDS .,Về kế hoạch tốt nhất sẽ tập trung vào HIV / AIDS .
So we knew we had to react quickly .,Vậy nên chúng tôi biết là chúng tôi cần phải nhanh chóng hành động .
"And my ideas are -- in my head , anyway -- they &apos;re very logical and relate to what &apos;s going on and problem solving for clients .","Và ý tưởng của tôi -- luôn trong đầu --chúng rất logic và liên quan tới những gì đang diễn ra , giải pháp cho khách hàng ."
We brought it on air in November 2009 .,Chúng tôi lên sóng vào tháng 11 năm 2009 .
But my story is huge .,Nhưng câu chuyện của tôi vẫn còn nguyên giá trị .
"And yes , Toby is married and he does have a mortgage .","Vâng , và khi Toby kết hôn , anh ấy đã phải đi cầm cố một khoản tiền ."
Mass timber panels are those 24-dot bricks .,Khối lượng gỗ tấm là những viên gạch 24-dot .
"And I say , &quot; Nope . I have proof . &quot;","Và tôi nói , &quot; Không . Tôi có bằng chứng . &quot;"
"But , but this seems a bit unfair , right ?","Nhưng mà , điều này có vẻ như có chút gì không công bằng , phải không ?"
"As I learned from my stepfather , they certainly do not happen by accident , especially in a city like New York , where public space has to be fought for to begin with , and then for them to be successful , somebody has to think very hard about every detail .","Tôi học được từ cha dượng rằng những nơi như thế không tự nhiên mà có , nhất là ở một thành phố như New York , nơi mà từ đầu đã phải đấu tranh để có không gian công cộng , và để nó trở nên thành công , ai đó phải suy nghĩ rất kĩ về tất cả mọi chi tiết ."
I am a native of Burkina Faso .,Tôi là một thổ dân Burkina Faso
"Find an artist or a writer -- or , heaven forbid , find a philosopher and talk to them .","Tìm một nghệ sĩ , một nhà văn -- hoặc , tìm một nhà triết học và nói với họ ."
So that &apos;s an investigation of the negative imagination .,Đó là một câu chuyện về hình ảnh tiêu cực
"A week later , the patient would come back for a follow-up examination .","Một tuần sau đó , bệnh nhân quay trở lại để kiểm tra ."
And this is two kinds .,Và có 2 vấn đề .
"And he sat them down for two hours , and he gave them , over the course of that two hours , ten bowls .","Mời họ ngồi và đưa cho họ , 10 bát chứa nước sốt trong suốt buổi giới thiệu kéo dài 2 tiếng ."
"The rivers changed in response to the wolves , and the reason was that the regenerating forests stabilized the banks so that they collapsed less often , so that the rivers became more fixed in their course .","Những con sông thay đổi để thích ứng với lũ sói , và lý do là các khu rừng đang tái sinh làm ổn định các bên bờ , thế nên chúng ít bị sạt lở hơn , bởi vậy những con sông trở nên ổn định hơn trong dòng chảy của chúng ."
"Here &apos;s a paper which you could &#91; unclear &#93; -- designed by a mathematician at Harvard in 1928 , Arthur Stone , documented by Martin Gardner in many of his many books .","Đây là tờ giấy mà bạn có thể -- được thiết kể bởi một nhà toán học ở Harvard vào năm 1928 , Arthur Stone , được ghi nhận bởi Martin Gardner trong nhiều cuốn sách ."
"So shipping emissions are about three to four percent , almost the same as aviation &apos;s .",Như vậy khí thải từ vận tải đường biển vào khoảng 3 đến 4 % gần như bằng với lượng khí thải của ngành hàng không
"That &apos;s a great answer . Rebecca Saxe , thank you very much . That was fantastic .","C. Đó là một câu trả lời rất hay . Rebecca Saxe , cám ơn cô rất nhiều . Thật tuyệt vời ."
"Our leaders barrel into wars , telling themselves happy stories about cakewalks and welcome parades .","Những vị lãnh đạo của chúng ta cứ đâm đầu vào chiến tranh , mơ tưởng về những câu chuyện hạnh phúc về điệu nhảy thưởng bánh và thiên đường chào đón"
So this is a profoundly inefficient process .,Nên đây là một quá trình cực kỳ kém hiệu quả .
"The point is that you can find Ukrainian folk dancers and connect with them , because you want to be connected .",Điểm đáng nói ở đây là bạn có thể tìm thấy những vũ công dân gian Ucraina và kết nối với họ . Bởi vì bạn muốn được kết nối .
It &apos;s this terrible simplification that there &apos;s one Africa and things go on in one way in Africa .,Quá đơn giản nếu cho rẳng chỉ có một châu Phi và mọi thứ chỉ đi theo một lối ở châu Phi .
"So , we try to test this .",Chúng tôi cố gắng kiểm tra điều này
The last two decades have been the champagne era for dirty lucre .,2 thập kỷ trở lại đây là kỷ nguyên thành công cho lợi nhuận phi pháp .
So one part of the virus grabs a carbon nanotube .,Thực ra 1 phần trong con vi rút đó tóm được cái ống cacbon nano .
There &apos;s musical labels .,Có những thương hiệu âm nhạc .
"So what happens when a person gets a retinal degenerative disease like macular degeneration ? What happens is is that , the front-end cells die , the photoreceptors die , and over time , all the cells and the circuits that are connected to them , they die too .","Thế nên , điều gì xảy ra khi một người mắc một chứng bệnh thoái hoá võng mạc như là thoái hoá điểm vàng ? Điều xảy ra là , các tế bào phía trước chết đi , tế bào cảm thụ ánh sáng chết đi , và , qua thời gian , tất cả các tế bào và mạng mạch được nối với chúng cũng chết ."
Is she thinking about me ? Is she thinking about others ? &quot;,"Cháu có đang nghĩ về tôi , về những người khác không ?"
And then there is static apnea .,Và có cả trạng thái ngưng thở tĩnh .
It was a Palm Pilot .,Nó là một chiếc Palm Pilot .
"Now , some say that the four suits represent the four seasons .","Bây giờ , một số nói rằng bốn chất đại diện cho bốn mùa ."
"There are a few more really dramatic ones , and then I &apos;ll close .",Tôi sẽ cho các bạn xem thêm vài cái khủng nữa rồi tôi sẽ tắt .
"Space is just one aspect , so there &apos;s no meaning to say absolutely where something is .","Không gian chỉ là một khía cạnh , vì thế không có ý nghĩa khi nói một cách tuyệt đối thứ gì đó ở đâu ."
"You start to talk to them about why open defecation is something that shouldn &apos;t be done in the village , and they agree to that .","Bạn bắt đầu nói chuyện với họ về đi tiêu lộ thiên là không nên trong làng , và họ đồng ý với điều đó ."
I said &quot; Who do you want to date ? Tom or Jerry ? &quot;,Tôi nói &quot; Bạn muốn hẹn hò với ai ? Tom hay Jerry ? &quot;
"I mean , it &apos;s not easy ; you see a lot of poverty .","Ý tôi là , không hề dễ dàng , bạn thấy nhiều cái nghèo ."
"This is our group , our main group of weavers .","Đây là nhóm chúng tôi , nhóm những người thợ dệt chính ."
"If I look at Africa by population , East Africa stands out as so much potential .","Nếu tôi nhìn vào dân số châu Phi , Đông Phi sẽ gây chú ý bởi có rất nhiều tiềm năng ."
And the current narrative is all about the rise of China and the decline of the United States .,Ngày nay thì nói về sự phát triển của Trung Quốc và sự suy sụp của Mỹ .
This topic of resilience is very personal to me and in many ways has shaped my life .,"Chủ đề về sự kiên cường này là vấn đề rất cá nhân , đối với tôi và theo một cách nào đó đã định hình cuộc sống của tôi"
Just look at the advertisements .,Bạn chỉ cần nhìn vào các quảng cáo .
"And I thought , thank God , because shame is this horrible topic , no one wants to talk about it .","Tôi nghĩ , cảm tạ Chúa , vì sự xấu hổ là đề tài khủng khiếp này , nên không có ai muốn nói về nó ."
"Since the conference , we &apos;ve got people working between Paris and San Francisco , lots of different folks working on this to try to see if we can really make it happen .","Tại hội nghị , chúng tôi đã gặp những người làm việc giữa Paris và San Francisco , nhiều người làm việc này nhằm cố gắng theo dõi liệu chúng tôi có thể thực hiện nó hay không ."
We didn &apos;t know we could pull it off ; it was very controversial .,"Chúng tôi không biết mình có thành công được không , thời điểm đó rất gây tranh cãi ."
And you &apos;d have some idea of what to do .,Và bạn sẽ biết nên làm gì .
And so you can see that condoms can do so many things .,Bạn có thể thấy rằng bao cao su có thể làm rất nhiều chuyện .
Even worse is when it finds its way into our natural environment -- on the side of the road or next to a river .,Tệ hơn là nó sẽ thâm nhập vào môi trường tự nhiên của chúng ta -- từ vỉa hè cho tới mé sông .
"Extreme memories for horrific brutalizations , sometimes in satanic rituals , sometimes involving really bizarre and unusual elements .","Những ký ức cực đoan về sự hung bạo khủng khiếp , đôi lúc trong một nghi lễ Sa Tăng , đôi lúc bao gồm một số yếu tố thực sự kì lạ và quái dị ."
It was time to go undercover again .,Đó là lúc lại phải hoạt động ngầm .
You can see the little head moving down at the bottom there .,Bạn có thể thấy cái đàu bé tí dịch chuyển ở góc dưới màn hình kia .
It really is .,Thực sự là thế .
"So , you have some really happy person holding 10 balloons , and some really sad soul holding one balloon .","Những người rất hạnh phúc cầm 10 quả , và những người rất buồn cầm 1 quả ."
And ideas achieving critical mass is what political activism in popular government is all about .,Các ý tưởng đạt mức tới hạn là chủ nghĩa tích cực chính trị trong chính quyền quần chúng
"I said , &quot; We need to , before we restore confidence in the markets , we need to restore confidence and trust amongst our people . &quot;","Tôi đáp lại &quot; Trước khi chúng ta khôi phục lòng tin từ thị trường , chúng ta cần làm sống lại niềm tin và sự tin cậy giữa mọi người . &quot;"
So let me start in on that problem .,Tôi sẽ mở đầu bằng vấn đề này nhé .
And that &apos;s communication .,và đó là sự giao tiếp .
We &apos;ve got to work on developing all these different kinds of minds .,Chúng ta cần phát triển tất cả những kiểu trí óc này .
"It &apos;s a lot of traditional imposing coming by authority figures such as the men , the grandparents and so on .","Phần lớn đó là cách áp đặt truyền thống của những người có quyền hành như đàn ông , như ông bà và tương tự vậy ."
The state is not a great parent .,Có vẻ như chính phủ không phải là những ông bố bà mẹ tốt
My sister and I would go searching for firewood starting at 5 in the morning and come back after midnight .,Chị tôi và tôi phải đi tìm củi từ 5 giờ sáng cho đến quá nửa đêm mới về đến nhà .
And the girl &apos;s going to notice me right here .,Và cô gái kia đang để ý đến tôi kìa .
which was the basis of the movie &quot; Bladerunner . &quot;,chính là nền tảng của bộ phim &quot; Bladerunner &quot;
And I thought maybe I should meet a critic of psychiatry to get their view .,và tôi nghĩ tôi nên gặp một nhà phê bình tâm thần học để tham khảo cách nhìn của họ .
"They &apos;re in France , and their previous success was identifying the rabbit mammary pheromone .","Họ là người Pháp , và thành công gần đây của họ là xác định pheromone của loài thỏ có vú ."
And the other dimension is : are they what they say they are to others ?,Và chiều còn lại là : chúng có đúng như lời quảng cáo không ?
"Anyway , she went to see this specialist . So , this oak-paneled room , and she was there with her mother , and she was led and sat on this chair at the end , and she sat on her hands for 20 minutes while this man talked to her mother about all the problems Gillian was having at school . And at the end of it -- because she was disturbing people ; her homework was always late ; and so on , little kid of eight -- in the end , the doctor went and sat next to Gillian and said , &quot; Gillian , I &apos;ve listened to all these things that your mother &apos;s told me , and I need to speak to her privately . &quot;","Trở lại câu chuyện , cô ấy tới gặp một bác sĩ chuyên khoa . Và tại căn phòng ốp gỗ sồi đó , cô ấy đi theo mẹ của cô , và cô ấy được dẫn tới ngồi trên ghế cuối phòng , và cô ấy nhấp nhổm suốt 20 phút trong khi vị bác sĩ nói chuyện với mẹ cô về mọi vấn đề mà Gillian gặp phải ở trường . Và cuối cùng -- vì cô ấy làm phiền mọi người , bài tập về nhà luôn nộp muộn , đại loại như vậy , một đứa bé 8 tuổi -- Cuối cùng , vị bác sĩ tới ngồi cạnh Gillian và nói , &quot; Gillian , Bác đã nghe mọi chuyện mà mẹ cháu đã kể cho bác , và bác cần nói chuyện riêng với bà ấy . &quot;"
So it becomes quite rational to deny services to injectors .,Vì vậy nó trở nên khá logic khi từ chối dịch vụ cho dụng cụ tiêm
"Well , what I did with that was to access the linguistics literature .","Vâng , điều tôi đã làm đó là truy cập các tài liệu ngôn ngữ học ."
"Children became more competent , and less helpless .","Trẻ em trở nên cứng cỏi hơn , bớt dựa dẫm hơn ."
They have many of the attributes of psychopaths .,Họ có nhiều đặc tính giống những người bị tâm thần .
That &apos;s a high gross margin business . I like it .,Đó quả là một công việc kinh doanh lợi nhuận cao . Tôi thích nó .
"So I looked at how the patients were doing , and I looked at patients who just looked like everybody else , except they were pubertally delayed .","Vậy là tôi nhìn vào tình trạng của bệnh nhân , và tôi nhìn vào bệnh nhân cũng giống y như người khác trừ việc trì hoãn quá trình dậy thì ."
And he said to me that anything over six minutes you have a serious risk of hypoxic brain damage .,Và ông nói với tôi rằng sao cũng được nhưng không quá sáu phút anh thực sự gặp nguy hiểm bởi chấn thương hypoxic não .
Are your shoulders ready ?,Đôi vai mình đã sẵn dàng chưa ?
"Questions of good and evil , right and wrong are commonly thought unanswerable by science . But Sam Harris argues that science can -- and should -- be an authority on moral issues , shaping human values and setting out what constitutes a good life .","Những câu hỏi về cái thiện và cái ác , về cái đúng và cái sai thông thường đều được cho là không thuộc về mảng khoa học . Nhưng Sam Harris cho rằng khoa học có thể là -- và nên là -- một nhân tố giải quyết các vấn đề đạo đức , hình thành lấy các giá trị của con người và phơi bày những gì tạo nên một cuộc sống tốt đẹp ."
"It &apos;s a little bit like termites , really .",Giống những con mối vậy .
We got reports like this .,Chúng tôi nhận được những báo cáo như thế này
But I decided not to have this treatment .,Nhưng tôi đã quyết định không theo phương pháp này .
I guess many of you have seen one or more of his talks .,tôi đoán chắc rằng nhiều người trong số các bạn đã xem một trong số các bài nói của ông ý .
Or are there more systematic factors at work ?,Hay là còn có những nhân tố hệ thống hơn ?
So my next thing : I was off to Scotland to get mica .,Rồi việc tiếp theo là : tôi đi đến Scotland để tìm mi-ca .
We pretended . We all became smart cowards .,"Chúng tôi đều giả vờ , đều là những kẻ hèn khôn ngoan ."
"One is exploring the cosmos on the outside , and the other one is exploring our interior being .","Một thứ tìm tòi vũ trụ từ bên ngoài , một thứ nữa thì từ bên trong ."
We are not passive exhibitors of visual or auditory or tactile images .,"Chúng ta không phải người tiếp thu thụ động các hình ảnh về thị giác , thính giác hoặc xúc giác ."
And in nature there are lots of examples of very efficient structures based on pressurized membranes .,"Và trong tự nhiên , có rất nhiều ví dụ về các cấu trúc rất hiệu quả dựa trên các màng điều áp ."
"Cote d &apos;Ivoire , we have a huge problem of child slaves .","Tại Bờ Biển Ngà , nô lệ trẻ em là một vấn đề rất lớn ."
"Stress , burnout , they are overwhelmed , accidents .","Áp lực , mệt mỏi , họ kiệt sức , tai nạn ."
"This technology is really going to disrupt the landscape of manufacturing and , I believe , cause a revolution in manufacturing .","Công nghệ này thực sự đang tiến tới phá vỡ phạm vi sản xuất thông thường và , tôi tin rằng , sẽ tạo ra một cuộc cách mạng trong sản xuất ."
"And I have to figure out what they &apos;re doing , why , and whether or not there &apos;s risk involved , often without much in terms of context or background .","Còn tôi thì phải thống kê điều họ làm , nguyên nhân , và liệu rằng nó có gây rủi ro , vốn thường không chứa trong hoàn cảnh hay bối cảnh xung quanh ."
"And then early one morning , at 6 a.m.","Và rồi , vào một buổi sáng sớm , lúc 6h ,"
"So here we are flying through a day in our home as we move from sunlit morning through incandescent evening and , finally , lights out for the day .","Viì ậy chúng ta đang lướt qua một ngày trong nhà chúng tôi khi mà chúng ta đi từ sáng sớm cho tới chiều tà và cuối cùng , tắt đèn đi ngủ ."
"And she had come to Washington , not seeking a handout and not seeking a microloan .","Và cô ấy đã đến Washington , không tìm kiếm sự bố thí và không tìm kiếm đơn thuần một khoản vay nhỏ"
The average life expectancy in many of these countries is only 40 years .,Tuổi thọ trung bình ở nhiều nước này chỉ có 40 năm .
"Put another way , media is increasingly less just a source of information , and it is increasingly more a site of coordination , because groups that see or hear or watch or listen to something can now gather around and talk to each other as well .","Nói cách khác , truyền thông không còn đơn thuần là nguồn thông tin. và nó đang gia tăng hơn là một nơi để định hướng Bởi các nhóm đang nhìn , nghe , thấy và lắng nghe một hoạt động gì đó giờ có thể tụ tập lại và nói chuyện với nhau"
"From the time you take that piece of tissue , six to eight weeks later you can put the organ right back into the patient .","Tính từ thời gian lấy mẩu mô đó , sau 6 đến 8 tuần sau có thể đặt cơ quan đó trở lại cơ thể bệnh nhân"
"But believe me , there are more polite ways to offer assistance .","Nhưng tin tôi đi , có rất nhiều cách lịch sự hơn để yêu cầu sự giúp đỡ ."
Let &apos;s consider for a while the option of monotasking .,Chúng ta hãy cùng nhau xem xét một chút về lựa chọn đơn nhiệm .
And I truly believe that this can happen .,Và tôi thực sự tin tưởng rằng điều đó có thể xảy ra .
So it takes the reconfigurability and programmability and makes it a completely passive system .,Hệ thống sử dụng khả năng cấu hình và khả năng lập trình để tạo nên một hệ thống bị động hoàn chỉnh .
"The school stopped in third grade , so then I entered the public school system , and it felt like I had been sent to the Gulag .",Trường học ngừng khi tôi học lớp 3 và tôi theo học hệ thống trừơng công cảm thấy như mình đã bị gửi đến Gulag .
"Dorcas is 15 years old , and she was trained in self-defense .",Dorcas 15 tuổi và đang được huấn luyện tự vệ .
I &apos;m here as a man who wants to communicate .,&quot; Tôi đến đây như một người muốn được giao tiếp .
"And in the 17th century , it was more like this .","Và đến thể kỷ 17 , nó là như thế này ."
"Now , that &apos;s a principle in the Bible that says give 10 percent of what you get back to charity , give it away to help other people .","Giờ , đó là một nguyên tắc trong Kinh thánh mà cho biết , dùng 10 % cái mà bạn có để ủng hộ từ thiện , hãy cho nó đi để giúp đỡ người khác ."
Just look at all the joy that was spread through progressive rights management and new technology .,Hãy nhìn vào tất cả những niềm vui đã được lan truyền thông quả cở sở quản lý quyền hạn tiến bộ này và công nghệ mới này .
"The story that we &apos;re told is that there was a &quot; light footprint &quot; initially -- in other words , that we ended up in a situation where we didn &apos;t have enough troops , we didn &apos;t have enough resources , that Afghans were frustrated -- they felt there wasn &apos;t enough progress and economic development and security , and therefore the Taliban came back -- that we responded in 2005 and 2006 with troop deployments , but we still didn &apos;t put enough troops on the ground .","Câu chuyện chúng ta được nghe kể là có một sự in dấu nhẹ nhàng ban đầu -- theo một cách nói khác , chúng ta mắc vào một tình huống không có đủ quân , không có đủ trang thiết bị , và người Afghan đã chán nản . Họ không cảm thấy có chút tiến triển nào cũng như sự phát triển kinh tế và an ninh , và vì vậy quân Taliba trở lại . Chúng ta đáp trả vào năm 2005 và 2006 bằng quân tiếp viện , nhưng chúng ta vẫn chưa đưa đủ quân lính lên chiến trận ."
They were from Texas .,Phổi ấy là từ Texas .
